,id,composer,composition,movement,ensemble,source,transcriber,catalog_name,seconds,instruments
194,2364,Beethoven,Piano Sonata No 15 in D major,4. Rondo: Allegro ma non troppo,Solo Piano,Karine Gilanyan,piano-midi.de,OP28,296,1
195,2365,Beethoven,String Quartet No 12 in E-flat major,1. Maestoso - Allegro,String Quartet,Pascal String Quartet,suzumedia,OP127,402,41 42 43
196,2366,Beethoven,String Quartet No 12 in E-flat major,"2. Adagio, ma non troppo e molto cantabile",String Quartet,Pascal String Quartet,suzumedia,OP127,941,41 42 43
197,2368,Beethoven,String Quartet No 12 in E-flat major,4. Allegro,String Quartet,Pascal String Quartet,suzumedia,OP127,434,41 42 43
198,2371,Beethoven,Piano Sonata No 9 in E major,2. Allegretto,Solo Piano,Paul Pitman,piano-midi.de,OP14NO1,205,1
199,2372,Beethoven,Piano Sonata No 9 in E major,3. Rondo - Allegro comodo,Solo Piano,Paul Pitman,piano-midi.de,OP14NO1,228,1
200,2373,Beethoven,Piano Sonata No 19 in G minor,1. Andante,Solo Piano,Paul Pitman,piano-midi.de,OP49NO1,318,1
201,2374,Beethoven,Piano Sonata No 19 in G minor,2. Rondo: Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP49NO1,216,1
202,2376,Beethoven,String Quartet No 8 in E minor,1. Allegro,String Quartet,European Archive,suzumedia,OP59NO2,581,41 42 43
203,2377,Beethoven,String Quartet No 8 in E minor,2. Molto adagio,String Quartet,European Archive,suzumedia,OP59NO2,767,41 42 43
204,2379,Beethoven,String Quartet No 8 in E minor,"4. Finale, Presto, alla breve",String Quartet,European Archive,suzumedia,OP59NO2,334,41 42 43
205,2381,Beethoven,String Quartet No 13 in B-flat major,"1. Adagio, ma non troppo - Allegro",String Quartet,European Archive,suzumedia,OP130,560,41 42 43
206,2382,Beethoven,String Quartet No 13 in B-flat major,2. Presto,String Quartet,European Archive,suzumedia,OP130,117,41 42 43
207,2383,Beethoven,String Quartet No 13 in B-flat major,"3. Andante con moto, ma non troppo. Poco scherzoso",String Quartet,European Archive,suzumedia,OP130,383,41 42 43
208,2384,Beethoven,String Quartet No 13 in B-flat major,4. Alla danza tedesca. Allegro assai,String Quartet,European Archive,suzumedia,OP130,212,41 42 43
209,2388,Beethoven,Piano Sonata No 17 in D minor,1. Largo - Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP31NO2,473,1
210,2389,Beethoven,Piano Sonata No 17 in D minor,2. Adagio,Solo Piano,Paul Pitman,piano-midi.de,OP31NO2,449,1
211,2390,Beethoven,Piano Sonata No 17 in D minor,3. Allegretto,Solo Piano,Paul Pitman,piano-midi.de,OP31NO2,392,1
212,2391,Beethoven,Piano Sonata No 17 in D minor,1. Largo - Allegro,Solo Piano,Stefano Ligoratti,piano-midi.de,OP31NO2,473,1
213,2392,Beethoven,Piano Sonata No 17 in D minor,2. Adagio,Solo Piano,Stefano Ligoratti,piano-midi.de,OP31NO2,437,1
214,2393,Beethoven,Piano Sonata No 17 in D minor,3. Allegretto,Solo Piano,Stefano Ligoratti,piano-midi.de,OP31NO2,383,1
215,2397,Beethoven,Violin Sonata No 9 in A major,1. Adagio sostenuto - Presto,Accompanied Violin,Edward Auer,Darren L. Slider,OP47,623,1 41
216,2398,Beethoven,Violin Sonata No 9 in A major,2. Andante con variazioni,Accompanied Violin,Edward Auer,Darren L. Slider,OP47,910,1 41
217,2403,Beethoven,String Quartet No 1 in F Major,4. Allegro,String Quartet,European Archive,suzumedia,OP18NO1,358,41 42 43
218,2404,Beethoven,Piano Sonata No 20 in A-flat major,1. Moderato cantabile molto espressivo,Solo Piano,Paul Pitman,piano-midi.de,OP110,399,1
219,2405,Beethoven,Piano Sonata No 20 in A-flat major,2. Allegro molto,Solo Piano,Paul Pitman,piano-midi.de,OP110,137,1
220,2406,Beethoven,Piano Sonata No 20 in A-flat major,3. Adagio ma non troppo,Solo Piano,Paul Pitman,piano-midi.de,OP110,612,1
221,2410,Beethoven,Piano Sonata No 13 in E-flat major,1. Andante - Allegro - Andante,Solo Piano,Paul Pitman,piano-midi.de,OP27NO1,313,1
222,2411,Beethoven,Piano Sonata No 13 in E-flat major,2. Allegro molto e vivace,Solo Piano,Paul Pitman,piano-midi.de,OP27NO1,129,1
223,2415,Beethoven,Sextet in E-flat major for Winds,2. Adagio,Pairs Clarinet-Horn-Bassoon,Skidmore Wind Ensemble,Edgard Bourgevin,OP71,227,61 71 72
224,2416,Beethoven,Sextet in E-flat major for Winds,3. Menuetto. Quasi Allegretto - Trio,Pairs Clarinet-Horn-Bassoon,Skidmore Wind Ensemble,Edgard Bourgevin,OP71,139,61 71 72
225,2417,Beethoven,Sextet in E-flat major for Winds,4. Rondo. Allegro,Pairs Clarinet-Horn-Bassoon,Skidmore Wind Ensemble,Edgard Bourgevin,OP71,227,61 71 72
226,2420,Beethoven,Violin Sonata No 2 in A major,3. Allegro piacevole,Accompanied Violin,European Archive,Darren L. Slider,OP12NO2,236,1 41
227,2422,Beethoven,Piano Sonata No 1 in F minor,1. Allegro,Solo Piano,Paul Pitman,suzumidi,OP2NO1,241,1
228,2423,Beethoven,Piano Sonata No 1 in F minor,2. Adagio,Solo Piano,Paul Pitman,suzumidi,OP2NO1,297,1
229,2424,Beethoven,Piano Sonata No 1 in F minor,3. Menuetto,Solo Piano,Paul Pitman,suzumidi,OP2NO1,202,1
230,2431,Beethoven,String Quartet No 16 in F major,1. Allegretto,String Quartet,European Archive,suzumedia,OP135,320,41 42 43
231,2432,Beethoven,String Quartet No 16 in F major,2. Vivace,String Quartet,European Archive,suzumedia,OP135,193,41 42 43
232,2433,Beethoven,String Quartet No 16 in F major,"3. Lento assai, cantante e tranquillo",String Quartet,European Archive,suzumedia,OP135,461,41 42 43
233,2436,Beethoven,Piano Sonata No 21 in C major,1. Allegro con brio,Solo Piano,Paul Pitman,piano-midi.de,OP53,684,1
234,2441,Beethoven,Piano Sonata No 29 in B-flat major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP106,794,1
235,2442,Beethoven,Piano Sonata No 29 in B-flat major,2. Scherzo: Assai vivace,Solo Piano,Paul Pitman,piano-midi.de,OP106,175,1
236,2443,Beethoven,Piano Sonata No 29 in B-flat major,3. Adagio sostenuto,Solo Piano,Paul Pitman,piano-midi.de,OP106,1035,1
237,2444,Beethoven,Piano Sonata No 29 in B-flat major,4. Introduzione: Largo...Allegro - Fuga: Allegro risoluto,Solo Piano,Paul Pitman,piano-midi.de,OP106,770,1
238,2451,Beethoven,String Quartet No 6 in B-flat major,2. Adagio ma non troppo,String Quartet,Museopen,suzumedia,OP18NO6,421,41 42 43
239,2462,Beethoven,Violin Sonata No 4 in A minor,"2. Andante scherzoso, piu allegretto",Accompanied Violin,European Archive,Darren L. Slider,OP23,489,1 41
240,2463,Beethoven,Violin Sonata No 4 in A minor,3. Allegro molto,Accompanied Violin,European Archive,Darren L. Slider,OP23,309,1 41
241,2466,Beethoven,Violin Sonata No 4 in A minor,3. Allegro molto,Accompanied Violin,European Archive,Darren L. Slider,OP23,305,1 41
242,2471,Beethoven,Piano Sonata No 3 in C major,2. Adagio,Solo Piano,Paul Pitman,piano-midi.de,OP2NO3,453,1
243,2472,Beethoven,Piano Sonata No 3 in C major,3. Scherzo: Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP2NO3,215,1
244,2473,Beethoven,Piano Sonata No 3 in C major,4. Allegro assai,Solo Piano,Paul Pitman,piano-midi.de,OP2NO3,335,1
245,2476,Beethoven,Piano Sonata No 3 in C major,2. Adagio,Solo Piano,Glen W. Prillaman,piano-midi.de,OP2NO3,474,1
246,2477,Beethoven,Piano Sonata No 3 in C major,3. Scherzo: Allegro,Solo Piano,Glen W. Prillaman,piano-midi.de,OP2NO3,220,1
247,2478,Beethoven,Piano Sonata No 3 in C major,4. Allegro assai,Solo Piano,Glen W. Prillaman,piano-midi.de,OP2NO3,319,1
248,2480,Beethoven,String Quartet No 5 in A major,1. Allegro,String Quartet,Pascal String Quartet,suzumedia,OP18NO5,395,41 42 43
249,2481,Beethoven,String Quartet No 5 in A major,2. Menuetto,String Quartet,Pascal String Quartet,suzumedia,OP18NO5,354,41 42 43
250,2482,Beethoven,String Quartet No 5 in A major,3. Andante cantabile (Theme with variations,String Quartet,Pascal String Quartet,suzumedia,OP18NO5,568,41 42 43
251,2483,Beethoven,String Quartet No 5 in A major,4. Allegro,String Quartet,Pascal String Quartet,suzumedia,OP18NO5,367,41 42 43
252,2486,Beethoven,Piano Sonata No 4 in E-flat major,"2. Largo, con gran espressione",Solo Piano,Paul Pitman,piano-midi.de,OP7,448,1
253,2487,Beethoven,Piano Sonata No 4 in E-flat major,3. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP7,339,1
254,2488,Beethoven,Piano Sonata No 4 in E-flat major,4. Rondo: Poco allegretto e grazioso,Solo Piano,Paul Pitman,piano-midi.de,OP7,441,1
255,2490,Beethoven,Piano Sonata No 4 in E-flat major,"2. Largo, con gran espressione",Solo Piano,Konstantin Semilakovs,piano-midi.de,OP7,519,1
256,2491,Beethoven,Piano Sonata No 4 in E-flat major,3. Allegro,Solo Piano,Konstantin Semilakovs,piano-midi.de,OP7,331,1
257,2492,Beethoven,Piano Sonata No 4 in E-flat major,4. Rondo: Poco allegretto e grazioso,Solo Piano,Konstantin Semilakovs,piano-midi.de,OP7,480,1
258,2494,Beethoven,String Quartet No 11 in F minor,1. Allegro con brio,String Quartet,Pascal String Quartet,suzumedia,OP95,297,41 42 43
259,2497,Beethoven,String Quartet No 11 in F minor,4. Larghetto espressivo; Allegretto agitato; Allegro,String Quartet,Pascal String Quartet,suzumedia,OP95,294,41 42 43
260,2501,Beethoven,Violin Sonata No 3 in E-flat major,2. Adagio con molta espressione,Accompanied Violin,Sayuri Yano,Darren L. Slider,OP12NO3,367,1 41
261,2502,Beethoven,Violin Sonata No 3 in E-flat major,3. Rondo: Allegro molto,Accompanied Violin,Sayuri Yano,Darren L. Slider,OP12NO3,267,1 41
262,2504,Beethoven,Octet in E-flat major for Winds,1. Allegro,Wind Octet,Soni Ventorum,Oliver Seely,OP103,460,61 69 71 72
263,2505,Beethoven,Octet in E-flat major for Winds,2. Andante,Wind Octet,Soni Ventorum,Oliver Seely,OP103,489,61 69 71 72
264,2506,Beethoven,Octet in E-flat major for Winds,3. Menuetto,Wind Octet,Soni Ventorum,Oliver Seely,OP103,187,61 69 71 72
265,2507,Beethoven,Octet in E-flat major for Winds,4. Presto,Wind Octet,Soni Ventorum,Oliver Seely,OP103,217,61 69 71 72
266,2509,Beethoven,Piano Sonata No 2 in A major,1. Allegro vivace,Solo Piano,Paul Pitman,piano-midi.de,OP2NO2,484,1
267,2510,Beethoven,Piano Sonata No 2 in A major,2. Largo appassionato,Solo Piano,Paul Pitman,piano-midi.de,OP2NO2,452,1
268,2512,Beethoven,Piano Sonata No 2 in A major,4. Rondo: Grazioso,Solo Piano,Paul Pitman,piano-midi.de,OP2NO2,423,1
269,2514,Beethoven,Piano Sonata No 2 in A major,2. Largo appassionato,Solo Piano,Michael Sikich,piano-midi.de,OP2NO2,405,1
270,2516,Beethoven,Piano Sonata No 2 in A major,4. Rondo: Grazioso,Solo Piano,Michael Sikich,piano-midi.de,OP2NO2,387,1
271,2521,Beethoven,Cello Sonata No. 3 in A major,1. Allegro ma non tanto,Accompanied Cello,Hielko Ubels,suzumedia,OP69,751,1 43
272,2522,Beethoven,Cello Sonata No. 3 in A major,2. Scherzo. Allegro molto,Accompanied Cello,Hielko Ubels,suzumedia,OP69,363,1 43
273,2523,Beethoven,Cello Sonata No. 3 in A major,3. Adagio cantabile - Allegro vivace,Accompanied Cello,Hielko Ubels,suzumedia,OP69,558,1 43
274,2527,Beethoven,Piano Sonata No 5 in C minor,1. Allegro molto e con brio,Solo Piano,Paul Pitman,piano-midi.de,OP10NO1,386,1
275,2528,Beethoven,Piano Sonata No 5 in C minor,2. Adagio molto,Solo Piano,Paul Pitman,piano-midi.de,OP10NO1,463,1
276,2529,Beethoven,Piano Sonata No 5 in C minor,3. Finale: Prestissimo,Solo Piano,Paul Pitman,piano-midi.de,OP10NO1,275,1
277,2530,Beethoven,Piano Sonata No 20 in C minor,1. Maestoso - Allegro con brio ed appassionato,Solo Piano,Paul Pitman,piano-midi.de,OP111,562,1
278,2531,Beethoven,Piano Sonata No 20 in C minor,2. Arietta: Adagio,Solo Piano,Paul Pitman,piano-midi.de,OP111,992,1
279,2532,Beethoven,Piano Sonata No 20 in C minor,1. Maestoso - Allegro con brio ed appassionato,Solo Piano,Neal O’Doan,piano-midi.de,OP111,548,1
280,2533,Beethoven,Piano Sonata No 20 in C minor,2. Arietta: Adagio,Solo Piano,Neal O’Doan,piano-midi.de,OP111,1067,1
281,2537,Beethoven,Piano Sonata No 20 in G major,1. Allegro ma non troppo,Solo Piano,Paul Pitman,piano-midi.de,OP49NO2,286,1
282,2538,Beethoven,Piano Sonata No 20 in G major,2. Tempo di Menuetto,Solo Piano,Paul Pitman,piano-midi.de,OP49NO2,212,1
283,2540,Beethoven,Piano Sonata No 28 in A major,1. Etwas lebhaft und mit der innigsten Empfindung,Solo Piano,Paul Pitman,piano-midi.de,OP101,263,1
284,2542,Beethoven,Piano Sonata No 28 in A major,3. Langsam und sehnsuchtsvoll,Solo Piano,Paul Pitman,piano-midi.de,OP101,650,1
285,2550,Beethoven,Piano Sonata No 24 in F-sharp major,2. Allegro vivace,Solo Piano,Paul Pitman,piano-midi.de,OP78,180,1
286,2555,Beethoven,Piano Sonata No 30 in E major,1. Vivace ma non troppo / Adagio espresivo,Solo Piano,Paul Pitman,piano-midi.de,OP109,223,1
287,2556,Beethoven,Piano Sonata No 30 in E major,2. Prestissimo,Solo Piano,Paul Pitman,piano-midi.de,OP109,151,1
288,2557,Beethoven,Piano Sonata No 30 in E major,"3. Gesangvoll, mit innigster Empfindung",Solo Piano,Paul Pitman,piano-midi.de,OP109,762,1
289,2560,Beethoven,String Quartet No 2 in G major,2. Adagio cantabile - Allegro - Tempo I,String Quartet,Pascal String Quartet,suzumedia,OP18NO2,379,41 42 43
290,2562,Beethoven,String Quartet No 2 in G major,"4. Allegro molto, quasi presto",String Quartet,Pascal String Quartet,suzumedia,OP18NO2,330,41 42 43
291,2564,Beethoven,Piano Sonata No 11 in B-flat major,2. Adagio con molto espressione,Solo Piano,Paul Pitman,piano-midi.de,OP22,553,1
292,2566,Beethoven,Piano Sonata No 11 in B-flat major,4. Rondo: Allegretto,Solo Piano,Paul Pitman,piano-midi.de,OP22,405,1
293,2567,Beethoven,Piano Sonata No 27 in E minor,1. Mit Lebhaftigkeit und durchaus mit Empfindung und Ausdruck,Solo Piano,Paul Pitman,piano-midi.de,OP90,387,1
294,2568,Beethoven,Piano Sonata No 27 in E minor,2. Nicht zu geschwind und sehr singbar vorgetragen,Solo Piano,Paul Pitman,piano-midi.de,OP90,478,1
295,2570,Beethoven,Violin Sonata No 7 in C minor,1. Allegro con brio,Accompanied Violin,Chris Borovas,Darren L. Slider,OP30NO2,507,1 41
296,2571,Beethoven,Violin Sonata No 7 in C minor,2. Adagio cantibile,Accompanied Violin,Chris Borovas,Darren L. Slider,OP30NO2,540,1 41
297,2572,Beethoven,Violin Sonata No 7 in C minor,3. Scherzo: Allegro,Accompanied Violin,Chris Borovas,Darren L. Slider,OP30NO2,201,1 41
298,2573,Beethoven,Violin Sonata No 7 in C minor,4. Finale: Allegro; Presto,Accompanied Violin,Chris Borovas,Darren L. Slider,OP30NO2,340,1 41
299,2575,Beethoven,Piano Sonata No 8 in C minor,2. Adagio cantabile,Solo Piano,Paul Pitman,piano-midi.de,OP13,303,1
300,2576,Beethoven,Piano Sonata No 8 in C minor,3. Rondo: Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP13,279,1
301,2581,Beethoven,Piano Sonata No 22 in F major,1. tempo d un menuetto,Solo Piano,Paul Pitman,piano-midi.de,OP54,345,1
302,2582,Beethoven,Piano Sonata No 22 in F major,2. Allegretto - Piu allegro,Solo Piano,Paul Pitman,piano-midi.de,OP54,398,1
303,2586,Beethoven,Cello Sonata No. 4 in C major,2. Adagio - Tempo d andante - Allegro vivace,Accompanied Cello,John Michel,suzumedia,OP102NO1,429,1 43
304,2588,Beethoven,Piano Sonata No 12 in A-flat major,1. Andante con variazioni,Solo Piano,Paul Pitman,piano-midi.de,OP26,522,1
305,2590,Beethoven,Piano Sonata No 12 in A-flat major,3. Maestoso andante,Solo Piano,Paul Pitman,piano-midi.de,OP26,390,1
306,2591,Beethoven,Piano Sonata No 12 in A-flat major,4. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP26,179,1
307,2593,Beethoven,Piano Sonata No 18 in E-flat major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP31NO3,512,1
308,2594,Beethoven,Piano Sonata No 18 in E-flat major,2. Scherzo: Allegretto vivace,Solo Piano,Paul Pitman,piano-midi.de,OP31NO3,319,1
309,2595,Beethoven,Piano Sonata No 18 in E-flat major,3. Menuetto. Moderato e grazioso,Solo Piano,Paul Pitman,piano-midi.de,OP31NO3,307,1
310,2596,Beethoven,Piano Sonata No 18 in E-flat major,4. Presto,Solo Piano,Paul Pitman,piano-midi.de,OP31NO3,325,1
311,2603,Beethoven,Piano Sonata No 26 in E-flat major,1. Das Lebewohl,Solo Piano,Shuwen Zhang,piano-midi.de,OP81NO1,418,1
312,2607,Beethoven,Piano Sonata No 16 in G major,2. Adagio grazioso,Solo Piano,Paul Pitman,piano-midi.de,OP31NO1,673,1
313,2608,Beethoven,Piano Sonata No 16 in G major,"3. Rondo, allegretto - presto",Solo Piano,Paul Pitman,piano-midi.de,OP31NO1,390,1
314,2611,Beethoven,Piano Sonata No 7 in D major,2. Largo e mesto,Solo Piano,Paul Pitman,piano-midi.de,OP10NO3,563,1
315,2614,Beethoven,Piano Sonata No 7 in D major,2. Largo e mesto,Solo Piano,Peter Bradley-Fulgoni,piano-midi.de,OP10NO3,635,1
316,2618,Beethoven,Piano Sonata No 6 in F major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP10NO2,364,1
317,2619,Beethoven,Piano Sonata No 6 in F major,2. Allegretto,Solo Piano,Paul Pitman,piano-midi.de,OP10NO2,238,1
318,2620,Beethoven,Piano Sonata No 6 in F major,3. Presto,Solo Piano,Paul Pitman,piano-midi.de,OP10NO2,159,1
319,2621,Beethoven,String Quartet No 7 in F major,1. Allegro,String Quartet,European Archive,suzumedia,OP59NO1,648,41 42 43
320,2622,Beethoven,String Quartet No 7 in F major,2. Allegretto vivace e sempre scherzando,String Quartet,European Archive,suzumedia,OP59NO1,507,41 42 43
321,2626,Beethoven,Violin Sonata No 10 in G major,1. Allegro moderato,Accompanied Violin,Irrera Brothers,suzumedia,OP96,593,1 41
322,2627,Beethoven,Violin Sonata No 10 in G major,2. Adagio espressivo,Accompanied Violin,Irrera Brothers,suzumedia,OP96,323,1 41
323,2628,Beethoven,Violin Sonata No 10 in G major,3. Scherzo: Allegro - Trio,Accompanied Violin,Irrera Brothers,suzumedia,OP96,124,1 41
324,2629,Beethoven,Violin Sonata No 10 in G major,4. Poco allegretto,Accompanied Violin,Irrera Brothers,suzumedia,OP96,517,1 41
325,2632,Beethoven,Piano Sonata No 10 in G major,2. Andante,Solo Piano,Paul Pitman,piano-midi.de,OP14NO2,341,1
326,2633,Beethoven,Piano Sonata No 10 in G major,3. Scherzo: Allegro assai,Solo Piano,Paul Pitman,piano-midi.de,OP14NO2,227,1
327,2659,Bach,Violin Partita No 1 in B minor,6. Double,Solo Violin,John Garner,suzumidi,BWV1002,108,41
328,2677,Beethoven,Piano Sonata No 9 in E major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP14NO1,445,1
329,2678,Beethoven,Piano Sonata No 10 in G major,1. Allegro,Solo Piano,Paul Pitman,piano-midi.de,OP14NO2,472,1
